地点名称,单位名称,前部-0x1E 可否刷怪(1可刷/2出击/空固定),前部-0x3C 未知-3C,前部-0x5A 未知-5A,前部-0x78 结构-78,前部-0x96 阵营(2普通红/3友方/4敌方),前部-0xB4 未知-B4,前部-0xD2 坐标行(1-based),前部-0xF0 坐标列(1-based),后部+0x1E 等级下限,后部+0x3C 等级上限(+10),后部+0x5A 未知+5A
葡萄宮の嘆刑殿 葡萄宫叹刑殿,バグクイーン 虫之女王,,,4,7,2,,2,5,3c,46,1
葡萄宮の嘆刑殿 葡萄宫叹刑殿,十五漂流の雷精 十五漂流的雷精,,,4,7,2,,4,5,3b,45,1
葡萄宮の嘆刑殿 葡萄宫叹刑殿,アイドゥの石霊 艾杜的石灵,,,4,7,2,,4,4,3b,45,1
葡萄宮の嘆刑殿 葡萄宫叹刑殿,オゥータの石霊 奥塔的石灵,,,4,7,2,,6,4,3b,45,1
葡萄宮の嘆刑殿 葡萄宫叹刑殿,ウィッチダの石霊 维彻达的石灵,,,4,7,2,,4,6,3b,45,1
葡萄宮の嘆刑殿 葡萄宫叹刑殿,オサウワの石霊 奥萨瓦的石灵,,,4,7,2,,6,6,3b,45,1
葡萄宮の嘆刑殿 葡萄宫叹刑殿,アイドゥの石霊 艾杜的石灵,1,,,7,2,3,3,3,3b,45,1
葡萄宮の嘆刑殿 葡萄宫叹刑殿,アイドゥの石霊 艾杜的石灵,1,,,7,2,4,7,3,3b,45,1
葡萄宮の嘆刑殿 葡萄宫叹刑殿,オゥータの石霊 奥塔的石灵,1,,,7,2,3,3,3,3b,45,1
葡萄宮の嘆刑殿 葡萄宫叹刑殿,オゥータの石霊 奥塔的石灵,1,,,7,2,4,7,3,3b,45,1
葡萄宮の嘆刑殿 葡萄宫叹刑殿,ウィッチダの石霊 维彻达的石灵,1,,,7,2,5,3,7,3b,45,1
葡萄宮の嘆刑殿 葡萄宫叹刑殿,ウィッチダの石霊 维彻达的石灵,1,,,7,2,6,7,7,3b,45,1
葡萄宮の嘆刑殿 葡萄宫叹刑殿,オサウワの石霊 奥萨瓦的石灵,1,,,7,2,5,3,7,3b,45,1
葡萄宮の嘆刑殿 葡萄宫叹刑殿,オサウワの石霊 奥萨瓦的石灵,1,,,7,2,6,7,7,3b,45,1
葡萄宮の嘆刑殿 葡萄宫叹刑殿,編霊デュエスク 编灵杜埃斯克,1,,,7,2,7,9,1,38,42,1
葡萄宮の嘆刑殿 葡萄宫叹刑殿,編霊デュエスク 编灵杜埃斯克,1,,,7,2,b,5,5,38,42,1
葡萄宮の嘆刑殿 葡萄宫叹刑殿,編霊チェイアー 编灵切亚,1,,,7,2,8,b,1,38,42,1
葡萄宮の嘆刑殿 葡萄宫叹刑殿,編霊チェイアー 编灵切亚,1,,,7,2,b,5,5,38,42,1
葡萄宮の嘆刑殿 葡萄宫叹刑殿,編霊ピシ 编灵皮希,1,,,7,2,9,9,9,38,42,1
葡萄宮の嘆刑殿 葡萄宫叹刑殿,編霊ピシ 编灵皮希,1,,,7,2,b,5,5,38,42,1
葡萄宮の嘆刑殿 葡萄宫叹刑殿,編霊タブレト 编灵塔布莱特,1,,,7,2,a,b,9,38,42,1
葡萄宮の嘆刑殿 葡萄宫叹刑殿,編霊タブレト 编灵塔布莱特,1,,,7,2,b,5,5,38,42,1
ローゼン渓谷 罗森溪谷,フィア＝イブラム 菲亚-伊布拉姆,,,2,7,2,,6,2,37,41,1
ローゼン渓谷 罗森溪谷,黒歪魔 黑歪魔,1,,,7,2,4,5,1,32,3c,1
ローゼン渓谷 罗森溪谷,黒歪魔 黑歪魔,,,,7,2,,2,5,32,3c,1
ローゼン渓谷 罗森溪谷,黒刃這竜 黑刃爬龙,1,,,7,2,5,7,1,32,3c,1
ローゼン渓谷 罗森溪谷,黒刃這竜 黑刃爬龙,,,,7,2,,1,11,32,3c,1
ローゼン渓谷 罗森溪谷,黒上級悪魔 黑上级恶魔,1,,,7,2,6,2,c,32,3c,1
ローゼン渓谷 罗森溪谷,黒上級悪魔 黑上级恶魔,,,,7,2,,5,7,32,3c,1
ローゼン渓谷 罗森溪谷,グロウハルピュア 格洛哈尔皮亚,,,,7,2,,6,e,32,3c,1
ローゼン渓谷 罗森溪谷,狂ったウンディーネ 疯狂的温蒂妮,,,,7,2,,b,b,32,3c,1
ローゼン渓谷 罗森溪谷,狂ったジルニー 疯狂的吉尔尼,,,,7,2,,9,7,32,3c,1
ローゼン渓谷 罗森溪谷,黒プテテット 黑史莱姆,,,,7,2,,7,a,32,3c,1
ローゼン渓谷 罗森溪谷,毒噴飛鼠 毒喷飞鼠,,,,7,2,,9,f,32,3c,1
ローゼン渓谷 罗森溪谷,黒歪魔 黑歪魔,,,2,7,2,,5,3,32,3c,1
ローゼン渓谷 罗森溪谷,黒歪魔 黑歪魔,,,2,7,2,,7,3,32,3c,1
虎伏の岬角 虎伏的岬角,絶天縁フィア 绝天缘菲亚,,,2,7,2,,f,7,3c,46,1
虎伏の岬角 虎伏的岬角,堕ちた蒼の結騎 堕落的苍之结骑,,,2,7,2,,c,4,37,41,1
虎伏の岬角 虎伏的岬角,堕ちた炎の結騎 堕落的炎之结骑,,,2,7,2,,c,a,37,41,1
虎伏の岬角 虎伏的岬角,堕ちた旋の結騎 堕落的旋之结骑,,,2,7,2,,12,4,37,41,1
虎伏の岬角 虎伏的岬角,堕ちた脈の結騎 堕落的脉之结骑,,,2,7,2,,12,a,37,41,1
虎伏の岬角 虎伏的岬角,黒歪魔 黑歪魔,,,,7,2,,5,1,34,3e,1
虎伏の岬角 虎伏的岬角,黒歪魔 黑歪魔,,,,7,2,,b,6,34,3e,1
虎伏の岬角 虎伏的岬角,黒歪魔 黑歪魔,,,,7,2,,b,8,34,3e,1
虎伏の岬角 虎伏的岬角,黒刃這竜 黑刃爬龙,1,,,7,2,3,8,4,34,3e,1
虎伏の岬角 虎伏的岬角,黒刃這竜 黑刃爬龙,,,,7,2,,f,4,34,3e,1
虎伏の岬角 虎伏的岬角,黒上級悪魔 黑上级恶魔,1,,,7,2,4,8,a,34,3e,1
虎伏の岬角 虎伏的岬角,黒上級悪魔 黑上级恶魔,,,,7,2,,f,a,34,3e,1
虎伏の岬角 虎伏的岬角,狂ったジルニー 疯狂的吉尔尼,,,,7,2,,4,b,34,3e,1
虎伏の岬角 虎伏的岬角,イル＝レブルドル 伊尔-雷布尔多尔,,,,7,2,,3,4,34,3e,1
レリクイア遺跡 雷利奎亚遗迹,リード＝ズィルヴァ 里德＝兹尔瓦,,,2,7,2,,3,8,41,4b,1
レリクイア遺跡 雷利奎亚遗迹,大天使ラヴナス 大天使拉乌纳斯,,,2,7,2,,5,6,3c,46,1
レリクイア遺跡 雷利奎亚遗迹,大天使ラヴナス 大天使拉乌纳斯,,,2,7,2,,5,a,3c,46,1
レリクイア遺跡 雷利奎亚遗迹,アークエンジェル 大天使,,,2,7,2,,6,7,3c,46,1
レリクイア遺跡 雷利奎亚遗迹,アークエンジェル 大天使,,,2,7,2,,6,9,3c,46,1
レリクイア遺跡 雷利奎亚遗迹,メルカヴァイル 梅尔卡维鲁,1,,,7,2,11,11,5,3c,46,1
レリクイア遺跡 雷利奎亚遗迹,メルカヴァイル 梅尔卡维鲁,,,2,7,2,,12,2,3c,46,1
レリクイア遺跡 雷利奎亚遗迹,メルカヴァイル 梅尔卡维鲁,,,2,7,2,,12,e,3c,46,1
レリクイア遺跡 雷利奎亚遗迹,メルカヴァイル 梅尔卡维鲁,,,,7,2,,11,8,3c,46,1
レリクイア遺跡 雷利奎亚遗迹,ガンヘリオン 甘赫利翁,1,,,7,2,11,11,5,3c,46,1
レリクイア遺跡 雷利奎亚遗迹,ガンヘリオン 甘赫利翁,,,2,7,2,,6,2,3c,46,1
レリクイア遺跡 雷利奎亚遗迹,ガンヘリオン 甘赫利翁,,,2,7,2,,6,e,3c,46,1
レリクイア遺跡 雷利奎亚遗迹,ガンヘリオン 甘赫利翁,,,,7,2,,f,8,3c,46,1
レリクイア遺跡 雷利奎亚遗迹,大天使ラヴナス 大天使拉乌纳斯,1,,2,7,2,d,5,5,3c,46,1
レリクイア遺跡 雷利奎亚遗迹,大天使ラヴナス 大天使拉乌纳斯,1,,2,7,2,e,5,b,3c,46,1
レリクイア遺跡 雷利奎亚遗迹,大天使ラヴナス 大天使拉乌纳斯,1,,,7,2,f,c,2,3c,46,1
レリクイア遺跡 雷利奎亚遗迹,大天使ラヴナス 大天使拉乌纳斯,,,2,7,2,,c,7,3c,46,1
レリクイア遺跡 雷利奎亚遗迹,大天使ラヴナス 大天使拉乌纳斯,,,2,7,2,,c,9,3c,46,1
レリクイア遺跡 雷利奎亚遗迹,アークエンジェル 大天使,1,,2,7,2,d,5,5,3c,46,1
レリクイア遺跡 雷利奎亚遗迹,アークエンジェル 大天使,1,,2,7,2,e,5,b,3c,46,1
レリクイア遺跡 雷利奎亚遗迹,アークエンジェル 大天使,1,,,7,2,10,c,e,3c,46,1
レリクイア遺跡 雷利奎亚遗迹,鎚使霊 锤使灵,,,,7,2,,b,f,3c,46,1
レリクイア遺跡 雷利奎亚遗迹,楯使霊 盾使灵,,,,7,2,,12,5,3c,46,1
レリクイア遺跡 雷利奎亚遗迹,癒使霊 愈使灵,,,,7,2,,f,c,3c,46,1
壮麗たる花園 壮丽的花园,腕力強化の木精 腕力强化的木精,1,,,7,2,4,7,1,3c,46,1
壮麗たる花園 壮丽的花园,敏捷変異の木精 敏捷变异的木精,1,,,7,2,6,10,8,3c,46,1
壮麗たる花園 壮丽的花园,敏捷変異の木精 敏捷变异的木精,,,,7,2,,2,7,3c,46,1
壮麗たる花園 壮丽的花园,魔術変異の木精 魔术变异的木精,1,,,7,2,5,2,11,3c,46,1
壮麗たる花園 壮丽的花园,ラヴェニゥス 拉维纽斯,1,,,7,2,7,f,11,3c,46,1
壮麗たる花園 壮丽的花园,ラヴェニゥス 拉维纽斯,,,,7,2,,4,12,3c,46,1
壮麗たる花園 壮丽的花园,狂ったジルニー 疯狂的吉尔尼,1,,,7,2,7,f,11,3c,46,1
壮麗たる花園 壮丽的花园,狂ったジルニー 疯狂的吉尔尼,,,,7,2,,2,f,3c,46,1
壮麗たる花園 壮丽的花园,水棲獣ピュネス 水栖兽皮内斯,,,,7,2,,10,5,3c,46,1
壮麗たる花園 壮丽的花园,狂ったウンディーネ 疯狂的温蒂妮,,,,7,2,,e,2,3c,46,1
壮麗たる花園 壮丽的花园,グロウリリジー 格罗莉莉兹,,,2,7,2,,2,11,41,4b,1
壮麗たる花園 壮丽的花园,腕力強化の木精 腕力强化的木精,,,2,7,2,,1,d,3c,46,1
壮麗たる花園 壮丽的花园,腕力強化の木精 腕力强化的木精,,,2,7,2,,2,d,3c,46,1
壮麗たる花園 壮丽的花园,敏捷変異の木精 敏捷变异的木精,,,2,7,2,,6,11,3c,46,1
壮麗たる花園 壮丽的花园,敏捷変異の木精 敏捷变异的木精,,,2,7,2,,6,12,3c,46,1
壮麗たる花園 壮丽的花园,魔法砦,,,2,7,3,,1,5,3c,46,1
壮麗たる花園 壮丽的花园,魔法砦,,,2,7,3,,b,12,3c,46,1
壮麗たる花園 壮丽的花园,腕力強化の木精 腕力强化的木精,1,,,7,2,a,2,f,3c,46,1
壮麗たる花園 壮丽的花园,腕力強化の木精 腕力强化的木精,1,,,7,2,d,6,c,3c,46,1
壮麗たる花園 壮丽的花园,腕力強化の木精 腕力强化的木精,1,,,7,2,f,10,8,3c,46,1
壮麗たる花園 壮丽的花园,敏捷変異の木精 敏捷变异的木精,1,,,7,2,5,7,2,3c,46,1
壮麗たる花園 壮丽的花园,敏捷変異の木精 敏捷变异的木精,1,,,7,2,b,3,12,3c,46,1
壮麗たる花園 壮丽的花园,敏捷変異の木精 敏捷变异的木精,1,,,7,2,10,f,11,3c,46,1
壮麗たる花園 壮丽的花园,魔術変異の木精 魔术变异的木精,1,,,7,2,6,a,1,3c,46,1
壮麗たる花園 壮丽的花园,魔術変異の木精 魔术变异的木精,1,,,7,2,9,1,10,3c,46,1
壮麗たる花園 壮丽的花园,魔術変異の木精 魔术变异的木精,1,,,7,2,c,4,11,3c,46,1
壮麗たる花園 壮丽的花园,狂ったウンディーネ 疯狂的温蒂妮,,,,7,2,,e,8,3c,46,1
壮麗たる花園 壮丽的花园,狂ったジルニー 疯狂的吉尔尼,1,,,7,2,7,a,2,3c,46,1
壮麗たる花園 壮丽的花园,ラヴェニゥス 拉维纽斯,1,,,7,2,4,7,1,3c,46,1
壮麗たる花園 壮丽的花园,水棲獣ピュネス 水栖兽皮内斯,1,,,7,2,8,10,2,3c,46,1
壮麗たる花園 壮丽的花园,水棲獣ピュネス 水栖兽皮内斯,1,,,7,2,e,8,8,3c,46,1
調査区域の奥 调查区域的深处,牙コウモリ 牙蝙蝠,,,,7,,,1,9,3,d,1
調査区域の奥 调查区域的深处,雷蝶,,,,7,,,5,9,3,d,1
調査区域の奥 调查区域的深处,迷い入った小鬼 迷路闯入的小鬼,,,,7,,,a,6,3,d,1
調査区域の奥 调查区域的深处,キスニル 姬斯尼尔,,,2,7,3,,2,3,3,d,1
調査区域の奥 调查区域的深处,牙コウモリ 牙蝙蝠,1,,,7,,9,8,6,3,d,1
調査区域の奥 调查区域的深处,雷蝶,,,,7,,,5,1,3,d,1
調査区域の奥 调查区域的深处,雷蝶,,,,7,,,8,3,3,d,1
調査区域の奥 调查区域的深处,迷い入った小鬼 迷路闯入的小鬼,,,,7,,,5,3,3,d,1
調査区域の奥 调查区域的深处,牙コウモリ 牙蝙蝠,,,,7,,,a,4,3,d,1
調査区域の奥 调查区域的深处,牙コウモリ 牙蝙蝠,,,,7,,,6,2,3,d,1
堆積した砦路樹 堆积的城砦行道树,牙コウモリ 牙蝙蝠,,,,7,2,,3,1,3,d,1
堆積した砦路樹 堆积的城砦行道树,牙コウモリ 牙蝙蝠,,,,7,2,,5,1,3,d,1
堆積した砦路樹 堆积的城砦行道树,木精ドリュアス 木精德律阿斯,,,,7,2,,3,5,3,d,1
堆積した砦路樹 堆积的城砦行道树,活力を奪う葉魔獣 夺走活力的叶魔兽,,,2,7,2,,9,7,5,f,1
堆積した砦路樹 堆积的城砦行道树,雷蝶,1,,,7,2,d,8,3,3,d,1
堆積した砦路樹 堆积的城砦行道树,木精ドリュアス 木精德律阿斯,,,,7,2,,8,2,3,d,1
崩れた調査区域 崩塌的调查区域,迷い入った小鬼 迷路闯入的小鬼,,,,7,2,,4,5,3,d,1
崩れた調査区域 崩塌的调查区域,彷徨う小鬼主 彷徨的小鬼首领,,,,7,2,,2,5,5,f,1
崩れた調査区域 崩塌的调查区域,緑プテテット 绿史莱姆,,,,7,2,,5,6,3,d,1
魔物のいた調査区域 曾有魔物的调查区域,迷い入った小鬼 迷路闯入的小鬼,,,,7,2,,3,7,3,d,1
魔物のいた調査区域 曾有魔物的调查区域,錆油化した鉄精 锈油化的铁精,,,,7,2,,4,a,7,11,1
魔物のいた調査区域 曾有魔物的调查区域,牙コウモリ 牙蝙蝠,1,,,7,2,9,9,9,3,d,1
魔物のいた調査区域 曾有魔物的调查区域,紅魔コウモリ 红魔蝙蝠,1,,,7,2,9,9,9,3,d,1
魔物のいた調査区域 曾有魔物的调查区域,緑プテテット 绿史莱姆,,,,7,2,,4,6,3,d,1
胴部第一層区域 躯干第一层区域,牙コウモリ 牙蝙蝠,1,,,7,,6,4,a,7,11,1
胴部第一層区域 躯干第一层区域,赤プテテット 红史莱姆,,,,7,,,9,7,7,11,1
胴部第一層区域 躯干第一层区域,土精ウォルベヅネ 土精沃尔贝兹内,1,,,7,,5,2,2,7,11,1
胴部第一層区域 躯干第一层区域,土精ウォルベヅネ 土精沃尔贝兹内,,,,7,,,9,3,7,11,1
胴部第一層区域 躯干第一层区域,紅魔コウモリ 红魔蝙蝠,,,,7,,,8,5,7,11,1
肩甲殻部区域 肩甲壳部区域,結晶化した動力部 结晶化的动力部,,,2,7,2,,5,5,b,15,1
肩甲殻部区域 肩甲壳部区域,牙コウモリ 牙蝙蝠,1,,,7,2,6,4,4,a,14,1
肩甲殻部区域 肩甲壳部区域,牙コウモリ 牙蝙蝠,1,,,7,2,7,6,6,a,14,1
肩甲殻部区域 肩甲壳部区域,牙コウモリ 牙蝙蝠,1,,,7,2,8,4,6,a,14,1
肩甲殻部区域 肩甲壳部区域,牙コウモリ 牙蝙蝠,1,,,7,2,9,6,4,a,14,1
肩甲殻部区域 肩甲壳部区域,雷蝶,1,,,7,2,6,4,4,a,14,1
肩甲殻部区域 肩甲壳部区域,紅魔コウモリ 红魔蝙蝠,1,,,7,2,7,6,6,a,14,1
肩甲殻部区域 肩甲壳部区域,雷蝶,1,,,7,2,8,4,6,a,14,1
肩甲殻部区域 肩甲壳部区域,紅魔コウモリ 红魔蝙蝠,1,,,7,2,9,6,4,a,14,1
胴部第二層区域 躯干第二层区域,愛ヲ模リ咲ヒメル傀 仿爱绽放之人傀,,,,7,2,,5,2,c,16,1
胴部第二層区域 躯干第二层区域,吸魂霊 吸魂灵,1,,,7,2,5,3,8,b,15,1
胴部第二層区域 躯干第二层区域,吸魂霊 吸魂灵,,,,7,2,,8,5,b,15,1
胴部第二層区域 躯干第二层区域,吸魂霊 吸魂灵,,,,7,2,,7,8,b,15,1
胴部第二層区域 躯干第二层区域,吸魂霊 吸魂灵,,,,7,2,,2,3,b,15,1
胴部第二層区域 躯干第二层区域,吸魂霊 吸魂灵,,,,7,2,,5,5,b,15,1
胴部第二層区域 躯干第二层区域,吸魂霊 吸魂灵,,,,7,2,,9,8,b,15,1
胴部第二層区域 躯干第二层区域,牙コウモリ 牙蝙蝠,,,,7,2,,8,5,b,15,1
胴部第二層区域 躯干第二层区域,赤プテテット 红史莱姆,,,,7,2,,2,3,b,15,1
胴部第二層区域 躯干第二层区域,紅魔コウモリ 红魔蝙蝠,,,,7,2,,7,8,b,15,1
胴部第二層区域 躯干第二层区域,赤プテテット 红史莱姆,,,,7,2,,5,5,b,15,1
清らかな水源地 清澈的水源地,磁鉄石の巨人 磁铁石的巨人,,,,7,,,6,b,10,1a,1
清らかな水源地 清澈的水源地,ガーゴイル 石像鬼,,,,7,,,4,4,f,19,1
清らかな水源地 清澈的水源地,磁鉄の粘精 磁铁之粘精,,,,7,,,7,5,f,19,1
清らかな水源地 清澈的水源地,磁鉄の粘精 磁铁之粘精,,,,7,,,3,b,f,19,1
清らかな水源地 清澈的水源地,土精ウォルベヅネ 土精沃尔贝兹内,,,,7,,,3,9,f,19,1
清らかな水源地 清澈的水源地,狂った水精 疯狂的水精,,,,7,,,a,9,f,19,1
清らかな水源地 清澈的水源地,狂った水精 疯狂的水精,,,,7,,,9,c,f,19,1
清らかな水源地 清澈的水源地,葉魔獣リリジー 叶魔兽莉莉吉,,,,7,,,a,3,f,19,1
清らかな水源地 清澈的水源地,捕食箱,,,4,7,,,a,7,f,19,1
螺旋駆動区域 螺旋驱动区域,葉魔獣ミコメス 叶魔兽米科梅斯,,,,7,,,4,2,14,1e,1
螺旋駆動区域 螺旋驱动区域,葉魔獣ミコメス 叶魔兽米科梅斯,,,,7,,,6,1,14,1e,1
螺旋駆動区域 螺旋驱动区域,風精シルフィ 风精希尔菲,,,,7,,,1,8,14,1e,1
螺旋駆動区域 螺旋驱动区域,風精シルフィ 风精希尔菲,,,,7,,,2,9,14,1e,1
螺旋駆動区域 螺旋驱动区域,ガーゴイル 石像鬼,,,,7,,,8,4,14,1e,1
螺旋駆動区域 螺旋驱动区域,ガーゴイル 石像鬼,,,,7,,,9,6,14,1e,1
螺旋駆動区域 螺旋驱动区域,ルトハルピュア 鲁托哈尔皮亚,,,,7,,,9,9,14,1e,1
螺旋駆動区域 螺旋驱动区域,ルトハルピュア 鲁托哈尔皮亚,,,,7,,,6,a,14,1e,1
封印されし破条殿 被封印的破条殿,センタルア・メデン 森塔尔亚·梅登,,,,7,2,,6,c,18,22,1
封印されし破条殿 被封印的破条殿,動く彫像 会动的雕像,,,,7,2,,d,3,17,21,1
封印されし破条殿 被封印的破条殿,動く彫像 会动的雕像,,,,7,2,,b,7,17,21,1
封印されし破条殿 被封印的破条殿,ガーゴイル 石像鬼,1,,,7,2,5,6,6,17,21,1
封印されし破条殿 被封印的破条殿,ストーンゴーレム 石魔像,,,,7,2,,7,b,17,21,1
封印されし破条殿 被封印的破条殿,ストーンゴーレム 石魔像,,,,7,2,,8,c,17,21,1
封印されし破条殿 被封印的破条殿,ストーンゴーレム 石魔像,,,,7,2,,7,d,17,21,1
封印されし破条殿 被封印的破条殿,ストーンゴーレム 石魔像,,,,7,2,,d,7,17,21,1
封印されし破条殿 被封印的破条殿,ストーンゴーレム 石魔像,,,4,7,2,,1,9,17,21,1
封印されし破条殿 被封印的破条殿,ストーンゴーレム 石魔像,,,4,7,2,,5,5,17,21,1
封印されし破条殿 被封印的破条殿,ストーンゴーレム 石魔像,,,4,7,2,,a,1,17,21,1
封印されし破条殿 被封印的破条殿,ストーンゴーレム 石魔像,,,4,7,2,,e,6,17,21,1
封印されし破条殿 被封印的破条殿,捕食箱,,,4,7,2,,3,1,17,21,1
封印されし破条殿 被封印的破条殿,磁鉄石の巨人 磁铁石的巨人,,,,7,2,,8,3,17,21,1
クミル村の水源地 库米尔村的水源地,牙コウモリ 牙蝙蝠,,,,7,2,,a,8,7,11,1
クミル村の水源地 库米尔村的水源地,木精ドリュアス 木精德律阿斯,1,,,7,2,b,10,6,7,11,1
クミル村の水源地 库米尔村的水源地,木精ドリュアス 木精德律阿斯,,,,7,2,,9,4,7,11,1
クミル村の水源地 库米尔村的水源地,流燐結騎 流燐结骑,,,2,7,2,,,,9,13,1
クミル村の水源地 库米尔村的水源地,水棲獣ケウラ 水栖兽凯乌拉,,,,7,2,,11,2,9,13,1
クミル村の水源地 库米尔村的水源地,狂った水精 疯狂的水精,,,2,7,2,,1,2,7,11,1
クミル村の水源地 库米尔村的水源地,狂った水精 疯狂的水精,,,2,7,2,,1,8,7,11,1
クミル村の水源地 库米尔村的水源地,狂った水精 疯狂的水精,,,2,7,2,,3,3,7,11,1
クミル村の水源地 库米尔村的水源地,狂った水精 疯狂的水精,,,2,7,2,,3,7,7,11,1
クミル村の水源地 库米尔村的水源地,緑プテテット 绿史莱姆,1,,1,7,2,b,10,6,7,11,1
クミル村の水源地 库米尔村的水源地,水精ティエネー 水精提埃内,1,,1,7,2,c,3,3,7,11,1
クミル村の水源地 库米尔村的水源地,水精ティエネー 水精提埃内,1,,1,7,2,d,3,7,7,11,1
クミル村の水源地 库米尔村的水源地,つけ狙う暗殺者 尾随暗杀者,,,,,2,,,,b,15,1
忘神の墓 忘神之墓,ハルピュア 哈尔皮亚,,,,7,2,,1,7,7,11,1
忘神の墓 忘神之墓,木精ドリュアス 木精德律阿斯,,,,7,2,,3,7,7,11,1
忘神の墓 忘神之墓,葉魔獣リリジー 叶魔兽莉莉吉,1,,,7,2,d,9,8,7,11,1
忘神の墓 忘神之墓,狂った水精 疯狂的水精,,,,7,2,,c,8,7,11,1
忘神の墓 忘神之墓,華燐結騎 华燐结骑,,,,7,2,,3,3,9,13,1
忘神の墓 忘神之墓,つけ狙う暗殺者 尾随暗杀者,,,,,2,,,,7,11,1
魔葉の河畔林 魔叶的河畔林,木精ユイチリ 木精由伊奇利,1,,,7,,4,3,9,e,18,1
魔葉の河畔林 魔叶的河畔林,ハルピュア 哈尔皮亚,,,,7,,,3,3,e,18,1
魔葉の河畔林 魔叶的河畔林,ハルピュア 哈尔皮亚,1,,,7,,6,9,1,e,18,1
魔葉の河畔林 魔叶的河畔林,木精ドリュアス 木精德律阿斯,,,,7,,,2,8,e,18,1
魔葉の河畔林 魔叶的河畔林,水精ティエネー 水精提埃内,1,,,7,,5,a,8,e,18,1
魔葉の河畔林 魔叶的河畔林,水精ティエネー 水精提埃内,,,,7,,,7,4,e,18,1
魔葉の河畔林 魔叶的河畔林,水棲獣ケウラ 水栖兽凯乌拉,,,,7,,,7,9,e,18,1
廃妖の谷底 废妖的谷底,グバルッカリーダー 古巴鲁卡首领,,,,,2,,,,9,13,1
廃妖の谷底 废妖的谷底,小鬼族,,,,,2,,,,9,13,1
廃妖の谷底 废妖的谷底,妖ベコガノ 妖贝科加诺,,,,7,2,,b,4,9,13,1
廃妖の谷底 废妖的谷底,妖ベコガノ 妖贝科加诺,,,,7,2,,e,6,9,13,1
廃妖の谷底 废妖的谷底,エーグ族 埃古族,1,,,7,2,b,6,3,9,13,1
廃妖の谷底 废妖的谷底,エーグ族 埃古族,,,,7,2,,4,2,9,13,1
廃妖の谷底 废妖的谷底,角蜥蜴ロドン 角蜥蜴罗顿,,,,7,2,,1,d,9,13,1
廃妖の谷底 废妖的谷底,角蜥蜴ロドン 角蜥蜴罗顿,,,,7,2,,2,e,9,13,1
廃妖の谷底 废妖的谷底,角蜥蜴ロドン 角蜥蜴罗顿,,,,7,2,,3,d,9,13,1
廃妖の谷底 废妖的谷底,紅魔コウモリ 红魔蝙蝠,,,,7,2,,9,7,9,13,1
廃妖の谷底 废妖的谷底,雷蝶,,,,7,2,,6,c,9,13,1
廃妖の谷底 废妖的谷底,迷い入った小鬼 迷路闯入的小鬼,,,,7,2,,5,6,9,13,1
廃妖の谷底 废妖的谷底,迷い入った小鬼 迷路闯入的小鬼,,,,7,2,,5,9,9,13,1
廃妖の谷底 废妖的谷底,迷い入った小鬼 迷路闯入的小鬼,,,,7,2,,7,7,9,13,1
廃妖の谷底 废妖的谷底,つけ狙う暗殺者 尾随暗杀者,,,,,2,,,,b,15,1
廃妖の谷底 废妖的谷底,グバルッカリーダー 古巴鲁卡首领,,,,7,2,,c,c,9,13,1
廃妖の谷底 废妖的谷底,小鬼族,,,,7,2,,b,b,9,13,1
廃妖の谷底 废妖的谷底,小鬼族,,,,7,2,,d,d,9,13,1
雲駆る吊り橋 凌云吊桥,目つきの悪い男 眼神凶恶的男人,,,2,7,2,,5,8,e,18,1
雲駆る吊り橋 凌云吊桥,上級悪魔カノン 上级恶魔卡农,,,2,,2,,,,d,17,1
雲駆る吊り橋 凌云吊桥,商会の用心棒 商会的保镖,,,2,7,2,,6,1,c,16,1
雲駆る吊り橋 凌云吊桥,商会の用心棒 商会的保镖,,,2,7,2,,e,5,c,16,1
雲駆る吊り橋 凌云吊桥,商会の用心棒 商会的保镖,,,2,7,2,,9,8,c,16,1
雲駆る吊り橋 凌云吊桥,悪しき呪術師 邪恶的咒术师,,,2,7,2,,4,c,c,16,1
雲駆る吊り橋 凌云吊桥,悪しき呪術師 邪恶的咒术师,,,2,7,2,,f,9,c,16,1
雲駆る吊り橋 凌云吊桥,ガーゴイル 石像鬼,1,,,7,2,b,d,7,c,16,1
雲駆る吊り橋 凌云吊桥,小鬼族,1,,,7,2,c,e,e,c,16,1
雲駆る吊り橋 凌云吊桥,エーグ族 埃古族,,,,7,2,,d,2,c,16,1
雲駆る吊り橋 凌云吊桥,ガーゴイル 石像鬼,,,,7,2,,b,e,c,16,1
雲駆る吊り橋 凌云吊桥,小鬼族,,,2,7,2,,3,3,c,16,1
雲駆る吊り橋 凌云吊桥,ガーゴイル 石像鬼,,,2,,2,,,,c,16,1
雲駆る吊り橋 凌云吊桥,エーグ族 埃古族,,,2,,2,,,,c,16,1
幻獣の巣窟 幻兽的巢窟,這竜リムドラ 爬龙利姆德拉,,,,7,2,,1,4,10,1a,1
幻獣の巣窟 幻兽的巢窟,グバルッカリーダー 古巴鲁卡首领,,,,7,2,,5,1,e,18,1
幻獣の巣窟 幻兽的巢窟,グバルッカリーダー 古巴鲁卡首领,,,,7,2,,3,4,e,18,1
幻獣の巣窟 幻兽的巢窟,吸魂霊 吸魂灵,1,,,7,2,3,8,8,e,18,1
幻獣の巣窟 幻兽的巢窟,吸魂霊 吸魂灵,,,,7,2,,7,3,e,18,1
