来源,单位id,单位名,TID,文案(日),文案(中),训练名串地址,6c5595,6c55f9 前置要求,6c565d 数量,6c56c1 类型 - 种族,6c5725 类型 - 性别,6c5789 类型 - 属性,6c57ed 等级,6c589f,6c58a7,6c58a8,6c58ae,6c58af,6c58b0,6c58b6,6c58b7,6c58b8,6c58be,6c58bf,6c58c7,6c58ce,6c58cf,6c5c53,6c5c5f,6c5c6b,6c5c6c,6c5c77,6c5c78,6c5c83,6c5c84,6c5c90,6c5c91,6c5c9c,6c5c9d,6c5ca9,6c5caa,6c5cb5,6c5cb6,6c5cb7,6c5cc1,6c5cc2,6c5cc3,6c5ccd,6c5cce,6c5ccf,6c5cda,6c5cdb,6c5cdc,6c5ce7,6c5ce8,6c5cf3,6c5cf4,6c5cff,6c5d00,6c5d01,6c5d0c,6c5d0d,6c5d18,6c5d19,6c5d24,6c5d25,6c5d30,6c5d31,6c5d32,6c5d3d,6c5d3e,6c5d49,6c5d4a,6c5d56,6c5d57,6c5d62,6c5d63,6c5d6e,6c5d6f,6c5d7b,6c5d7c,6c5d87,6c5d88,6c5d93,6c5d94,6c5d9f,6c5da0,6c5da1,6c5dac,6c5dae,6c5db9,6c5dba,6c5dc6,6c5dd2,6c5dea,6c5ded,6c5df6,6c5df9,6c5e02,6c5e0f,6c5e1b,6c5e1c,6c5e1f,6c5e21,6c5e27,6c5e29,6c5e2c,6c5e2e,6c5e36,6c5e3d,6c5e43,6c5e4f,6c5e5c,6c5e68,6c5e75,6c5e81,6c5e8e,6c5e9a,6c5ea7,6c5eb3,6c5ec0,6c5ecc,6c5ed9,6c6085 效果 - 技能,属性(解码)
$3$DRINIT.txt,33,溶燐結騎,41,★４以上の霊体　×６,★４以上的灵体　×６,1d4d1,28a,40,6,b,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,
$3$DRINIT.txt,33,溶燐結騎,42,★１以上の天使　×４,★１以上的天使　×４,1d4d2,294,2a,4,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,
$3$DRINIT.txt,33,溶燐結騎,43,★４以上の天使　×６,★４以上的天使　×６,1d4d3,29e,42,6,7,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,
$3$DRINIT.txt,33,溶燐結騎,44,★１以上の魔獣　×４,★１以上的魔兽　×４,1d4d4,2a8,2c,4,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,
$3$DRINIT.txt,33,溶燐結騎,45,★４以上の魔獣　×６,★４以上的魔兽　×６,1d4d5,2b2,44,6,9,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,
$3$DRINIT.txt,33,溶燐結騎,46,★１以上の幻獣　×４,★１以上的幻兽　×４,1d4d6,2bc,2f,4,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,
$3$DRINIT.txt,33,溶燐結騎,47,★３以上の幻獣　×６,★３以上的幻兽　×６,1d4d7,2c6,46,6,a,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,,,
$3$DRINIT.txt,33,溶燐結騎,48,★５　×１０,,1d4d8,2d0,30,a,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
$3$DRINIT.txt,33,溶燐結騎,49,★４以上の火炎属性　×５,★４以上的火炎属性　×５,1d4d9,2da,4d,5,,,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,火炎
$3$DRINIT.txt,33,溶燐結騎,4a,★５以上の火炎属性　×５,★５以上的火炎属性　×５,1d4da,2e4,50,5,,,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f2,火炎
$3$DRINIT.txt,33,溶燐結騎,4b,★１以上の火炎属性　×２,★１以上的火炎属性　×２,1d4db,2ee,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d8,火炎
$3$DRINIT.txt,33,溶燐結騎,4c,★３以上の火炎属性　×４,★３以上的火炎属性　×４,1d4dc,2f8,4b,4,,,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d9,火炎
$3$DRINIT.txt,33,溶燐結騎,4d,★４以上の火炎属性　×８,★４以上的火炎属性　×８,1d4dd,302,4c,8,,,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,da,火炎
$3$DRINIT.txt,33,溶燐結騎,4e,★１以上の火炎属性　×２,★１以上的火炎属性　×２,1d4de,30c,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,火炎
$3$DRINIT.txt,33,溶燐結騎,4f,★３以上の火炎属性　×４,★３以上的火炎属性　×４,1d4df,316,4e,4,,,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93,火炎
$3$DRINIT.txt,33,溶燐結騎,50,★４以上の火炎属性　×８,★４以上的火炎属性　×８,1d4e0,320,4f,8,,,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,火炎
DRINIT.txt,34,嵐燐結騎,1,★１以上の電撃属性　×５,★１以上的电击属性　×５,1d491,a,,5,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214,电击
DRINIT.txt,34,嵐燐結騎,2,★２以上の電撃属性　×４,★２以上的电击属性　×４,1d492,14,1,4,,,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215,电击
DRINIT.txt,34,嵐燐結騎,3,★４以上の電撃属性　×２,★４以上的电击属性　×２,1d493,1e,8,2,,,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216,电击
DRINIT.txt,34,嵐燐結騎,4,★１以上の神聖属性　×５,★１以上的神圣属性　×５,1d494,28,1,5,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2db,神圣
DRINIT.txt,34,嵐燐結騎,5,★３以上の神聖属性　×３,★３以上的神圣属性　×３,1d495,32,4,3,,,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2dc,神圣
DRINIT.txt,34,嵐燐結騎,6,★５の電撃属性　×１,★５的电击属性　×１,1d496,3c,3,1,,,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,电击
DRINIT.txt,34,嵐燐結騎,7,★５の電撃属性　×１,★５的电击属性　×１,1d497,46,6,1,,,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,电击
DRINIT.txt,34,嵐燐結騎,8,★３以上の電撃属性　×３,★３以上的电击属性　×３,1d498,50,2,3,,,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a8,电击
DRINIT.txt,34,嵐燐結騎,9,★２以上の電撃属性　×４,★２以上的电击属性　×４,1d499,5a,,4,,,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bb,电击
DRINIT.txt,34,嵐燐結騎,a,★４以上の電撃属性　×２,★４以上的电击属性　×２,1d49a,64,9,2,,,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bc,电击
DRINIT.txt,34,嵐燐結騎,b,物理属性　×３,物理属性　×３,1d49b,6e,,3,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,物理
DRINIT.txt,34,嵐燐結騎,c,地脈属性　×３,地脉属性　×３,1d49c,78,,3,,,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,地脉
DRINIT.txt,34,嵐燐結騎,d,冷却属性　×３,冷却属性　×３,1d49d,82,,3,,,3,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,冷却
DRINIT.txt,34,嵐燐結騎,e,火炎属性　×５,火炎属性　×５,1d49e,8c,,5,,,4,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,火炎
DRINIT.txt,34,嵐燐結騎,f,火炎属性　×５,火炎属性　×５,1d49f,96,e,5,,,4,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,火炎
DRINIT.txt,34,嵐燐結騎,10,神聖属性　×３,神圣属性　×３,1d4a0,a0,,3,,,6,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,神圣
DRINIT.txt,34,嵐燐結騎,11,暗黒属性　×３,暗黑属性　×３,1d4a1,aa,,3,,,7,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,暗黑
DRINIT.txt,34,嵐燐結騎,12,★１以上の鬼　×５,★１以上的鬼　×５,1d4a2,b4,,5,4,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRINIT.txt,34,嵐燐結騎,13,★３以上の鬼　×３,★３以上的鬼　×３,1d4a3,be,12,3,4,,,2,,,,,,,,,,,,,,,,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRINIT.txt,34,嵐燐結騎,14,★１以上の精霊　×５,★１以上的精灵　×５,1d4a4,c8,,5,6,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRINIT.txt,34,嵐燐結騎,15,★２以上の精霊　×４,★２以上的精灵　×４,1d4a5,d2,14,4,6,,,1,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRINIT.txt,34,嵐燐結騎,16,★３以上の精霊　×３,★３以上的精灵　×３,1d4a6,dc,15,3,6,,,2,,,,,,,,,,,,,,,,,,,,,,c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRINIT.txt,34,嵐燐結騎,17,★４以上の精霊　×２,★４以上的精灵　×２,1d4a7,e6,16,2,6,,,3,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRINIT.txt,34,嵐燐結騎,18,★１以上の亜人　×５,★１以上的亚人　×５,1d4a8,f0,,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRINIT.txt,34,嵐燐結騎,19,★２以上の亜人　×４,★２以上的亚人　×４,1d4a9,fa,18,4,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRINIT.txt,34,嵐燐結騎,1a,★３以上の亜人　×３,★３以上的亚人　×３,1d4aa,104,19,3,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRINIT.txt,34,嵐燐結騎,1b,★３以上の不死　×３,★３以上的不死　×３,1d4ab,10e,,3,c,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRINIT.txt,34,嵐燐結騎,1c,★３以上の悪魔　×１,★３以上的恶魔　×１,1d4ac,118,,1,8,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRINIT.txt,34,嵐燐結騎,1d,★３以上の悪魔　×２,★３以上的恶魔　×２,1d4ad,122,1c,2,8,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRINIT.txt,34,嵐燐結騎,1e,★１以上の巨人　×５,★１以上的巨人　×５,1d4ae,12c,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRINIT.txt,34,嵐燐結騎,1f,★２以上の巨人　×４,★２以上的巨人　×４,1d4af,136,1e,4,5,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRINIT.txt,34,嵐燐結騎,20,★１以上の創造　×５,★１以上的创造　×５,1d4b0,140,,5,d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRINIT.txt,34,嵐燐結騎,21,★２以上の創造　×４,★２以上的创造　×４,1d4b1,14a,20,4,d,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRINIT.txt,34,嵐燐結騎,22,★１以上の霊体　×５,★１以上的灵体　×５,1d4b2,154,,5,b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRINIT.txt,34,嵐燐結騎,23,★２以上の霊体　×４,★２以上的灵体　×４,1d4b3,15e,22,4,b,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRINIT.txt,34,嵐燐結騎,24,★３以上の霊体　×３,★３以上的灵体　×３,1d4b4,168,23,3,b,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRINIT.txt,34,嵐燐結騎,25,★４以上　×２,,1d4b5,172,24,2,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRINIT.txt,34,嵐燐結騎,26,★１以上の天使　×５,★１以上的天使　×５,1d4b6,17c,,5,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRINIT.txt,34,嵐燐結騎,27,★２以上の天使　×４,★２以上的天使　×４,1d4b7,186,26,4,7,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRINIT.txt,34,嵐燐結騎,28,★３以上の天使　×３,★３以上的天使　×３,1d4b8,190,27,3,7,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRINIT.txt,34,嵐燐結騎,29,★４以上の天使　×２,★４以上的天使　×２,1d4b9,19a,28,2,7,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRINIT.txt,34,嵐燐結騎,2a,★１以上の魔獣　×５,★１以上的魔兽　×５,1d4ba,1a4,,5,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRINIT.txt,34,嵐燐結騎,2b,★２以上の魔獣　×４,★２以上的魔兽　×４,1d4bb,1ae,2a,4,9,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRINIT.txt,34,嵐燐結騎,2c,★３以上の魔獣　×３,★３以上的魔兽　×３,1d4bc,1b8,2b,3,9,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRINIT.txt,34,嵐燐結騎,2d,★４以上の魔獣　×２,★４以上的魔兽　×２,1d4bd,1c2,2c,2,9,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRINIT.txt,34,嵐燐結騎,2e,★１以上の幻獣　×５,★１以上的幻兽　×５,1d4be,1cc,,5,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRINIT.txt,34,嵐燐結騎,2f,★２以上の幻獣　×４,★２以上的幻兽　×４,1d4bf,1d6,2e,4,a,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRINIT.txt,34,嵐燐結騎,30,★５　×１,,1d4c0,1e0,3,1,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRINIT.txt,34,嵐燐結騎,31,★１以上の一般　×５,★１以上的一般　×５,1d4c1,1ea,,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRINIT.txt,34,嵐燐結騎,32,★４以上の一般　×２,★４以上的一般　×２,1d4c2,1f4,36,2,3,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRINIT.txt,34,嵐燐結騎,33,★１以上　×３,,1d4c3,5,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15f,
DRINIT.txt,34,嵐燐結騎,34,★４以上の電撃属性　×５,★４以上的电击属性　×５,1d4c4,208,3,5,,,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291,电击
DRINIT.txt,34,嵐燐結騎,35,★２以上の一般　×４,★２以上的一般　×４,1d4c5,1ed,31,4,3,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRINIT.txt,34,嵐燐結騎,36,★３以上の一般　×３,★３以上的一般　×３,1d4c6,1f0,35,3,3,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1e,,,,,,,,,,,,,,,,,,,,,,,,,,
$3$DRINIT.txt,34,嵐燐結騎,37,★２以上の鬼　×２,★２以上的鬼　×２,1d4c7,226,13,2,4,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,
$3$DRINIT.txt,34,嵐燐結騎,38,★３以上の鬼　×４,★３以上的鬼　×４,1d4c8,230,37,4,4,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,,,,,,,,,,,,,,,,,,,,,,,,
$3$DRINIT.txt,34,嵐燐結騎,39,★４以上の鬼　×６,★４以上的鬼　×６,1d4c9,23a,38,6,4,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,,,,,,,,,,,,,,,,,,,,
